E,mean,gt_to_sim_mean,sim_to_gt_mean,gt_to_sim_rmse,sim_to_gt_rmse,gt_to_sim_max,sim_to_gt_max,num_gt,num_sim,screenshot
28500000.0,0.003015176287696997,0.0036182477072760457,0.0024121048681179477,0.003824068053684765,0.002573778984320552,0.008774342489484374,0.006710838284650548,1218,375,results_fitE_flying_carpet\fb_surface_E_2.85e+07.png
28600000.0,0.0030003416630340995,0.00360490550155147,0.002395777824516729,0.003811335876960094,0.00255601232920463,0.00877426859637615,0.00671171213693827,1218,375,results_fitE_flying_carpet\fb_surface_E_2.86e+07.png
28700000.0,0.0029864560440964767,0.0035924925899233906,0.002380419498269563,0.0037996191244003604,0.002539435005448005,0.008774194947977118,0.0067125805393391,1218,375,results_fitE_flying_carpet\fb_surface_E_2.87e+07.png
28800000.0,0.0029736224245588416,0.0035810380922076794,0.002366206756910004,0.003788907223587704,0.0025241579671678597,0.00877412154464024,0.006713443541402105,1218,375,results_fitE_flying_carpet\fb_surface_E_2.88e+07.png
28900000.0,0.0029619159685354704,0.003570573502910167,0.0023532584341607733,0.003779189056663054,0.0025101959597135064,0.00877404838671755,0.00671430119228871,1218,375,results_fitE_flying_carpet\fb_surface_E_2.89e+07.png
29000000.0,0.0029513784934494646,0.003561102083326932,0.002341654903571997,0.0037704524809991434,0.002497604199330295,0.008773975474453459,0.006715153540321892,1218,375,results_fitE_flying_carpet\fb_surface_E_2.90e+07.png
29100000.0,0.0029419539329972235,0.003552597409059481,0.002331310456934966,0.0037626771204231583,0.0024863553876031054,0.008773902808101502,0.0067160006334855025,1218,375,results_fitE_flying_carpet\fb_surface_E_2.91e+07.png
29200000.0,0.002933553914050535,0.003545050210867031,0.002322057617234039,0.0037558591703522235,0.0024763414966645233,0.008773830387889649,0.006716842519193398,1218,375,results_fitE_flying_carpet\fb_surface_E_2.92e+07.png
29300000.0,0.0029262298425187265,0.0035384526710556625,0.0023140070139817904,0.0037499854955201227,0.0024676687980155314,0.00877375821393109,0.006717679244067331,1218,375,results_fitE_flying_carpet\fb_surface_E_2.93e+07.png
29400000.0,0.0029199772297115803,0.0035327999936487736,0.0023071544657743874,0.0037450425032925366,0.0024603282323517957,0.00877368628638942,0.006718510854510045,1218,375,results_fitE_flying_carpet\fb_surface_E_2.94e+07.png
